i	j	k	Dose(Gy)	proton	proton_f	deuteron	deuteron_f	triton	triton_f	H4	H4_f	He3	He3_f	alpha	alpha_f	He6	He6_f	Li4	Li4_f	Li6	Li6_f	Li7	Li7_f	Li8	Li8_f	Li9	Li9_f	Be6	Be6_f	Be7	Be7_f	Be8	Be8_f	Be9	Be9_f	Be10	Be10_f	B8	B8_f	B9	B9_f	B10	B10_f	B11	B11_f	B12	B12_f	C10	C10_f	C11	C11_f	C12	C12_f	C13	C13_f	C14	C14_f	C16	C16_f	N12	N12_f	N13	N13_f	N14	N14_f	N15	N15_f	N16	N16_f	N17	N17_f	O14	O14_f	O15	O15_f	O16_1	O16_1_f	O16	O16_f	O17	O17_f	O18	O18_f	O19	O19_f	F16	F16_f	F17	F17_f	F18	F18_f	F19	F19_f	F20	F20_f	Ne17	Ne17_f	Ne18	Ne18_f	Ne19	Ne19_f	Ne20	Ne20_f	Ne21	Ne21_f	Ne22	Ne22_f	Na21	Na21_f	Na22	Na22_f	Na23	Na23_f	Na24	Na24_f	Mg24	Mg24_f	Mg25	Mg25_f	Mg26	Mg26_f	Al26	Al26_f	Al27	Al27_f	Al28	Al28_f	Si28	Si28_f	Si29	Si29_f	Si30	Si30_f	P30	P30_f
113	0	0	1.31869e-06	2.8224e-07	1025	1.98066e-07	557	8.22402e-08	224	0	0	8.4699e-08	36	5.23935e-07	253	0	0	0	0	2.85903e-08	13	1.67755e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.50471e-09	1	2.19944e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69936e-13	1	0	0	0	0	0	0	3.83267e-10	1	0	0	7.54124e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	0	0	1.31913e-06	2.68087e-07	1008	2.03478e-07	554	7.78591e-08	223	0	0	8.74416e-08	35	5.27851e-07	251	0	0	0	0	2.95797e-08	13	1.84971e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06585e-09	2	2.65805e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74934e-09	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	0	0	1.31804e-06	2.53965e-07	994	2.07306e-07	550	7.30825e-08	219	0	0	6.14888e-08	33	5.53972e-07	245	0	0	0	0	3.04898e-08	13	2.25916e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11518e-09	1	4.307e-08	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	0	0	1.3308e-06	2.60039e-07	991	1.93624e-07	541	7.17798e-08	218	0	0	3.84777e-08	31	6.35198e-07	244	0	0	0	0	3.19992e-08	13	1.93936e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00861e-09	1	6.53396e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6949e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	0	0	1.236e-06	2.5691e-07	982	1.90852e-07	535	7.3292e-08	218	0	0	4.39811e-08	31	5.47969e-07	233	0	0	0	0	3.29464e-08	13	1.04026e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94163e-09	1	5.56027e-09	1	0	0	0	0	0	0	0	0	2.22757e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40411e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	0	0	1.18106e-06	2.62176e-07	974	1.88682e-07	530	7.50054e-08	218	0	0	5.1547e-08	31	4.81361e-07	226	0	0	0	0	3.51553e-08	13	1.00447e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.56058e-09	1	5.64921e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.13887e-10	2	1.74257e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119	0	0	1.0884e-06	2.48457e-07	963	1.7563e-07	522	7.85574e-08	218	0	0	3.98062e-08	30	4.22173e-07	219	0	0	0	0	3.70215e-08	13	1.05827e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.89268e-09	1	6.1443e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.408e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	0	0	1.16219e-06	2.3929e-07	954	1.82436e-07	520	8.19778e-08	218	0	0	5.04283e-08	30	4.52079e-07	217	0	0	0	0	3.98097e-08	13	1.07112e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32074e-09	1	6.04053e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1887e-08	1	0	0	0	0	0	0	0	0	0	0	5.18338e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	0	0	1.18123e-06	2.46233e-07	947	1.79304e-07	516	7.61414e-08	215	0	0	3.39019e-08	29	4.76999e-07	213	0	0	0	0	4.34434e-08	13	1.08792e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.60037e-09	1	6.52289e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90222e-08	1	0	0	0	0	0	0	0	0	0	0	7.1883e-10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	0	0	1.16993e-06	2.42072e-07	940	1.73685e-07	512	8.01076e-08	215	0	0	3.49546e-08	29	4.93703e-07	209	0	0	0	0	5.03877e-08	13	1.11392e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82585e-09	1	6.39389e-09	1	0	0	0	0	0	0	3.50409e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.83359e-10	2	3.87052e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	0	0	1.06497e-06	2.4122e-07	929	1.7479e-07	507	8.10373e-08	215	0	0	3.64081e-08	29	3.5933e-07	201	0	0	0	0	7.15873e-08	13	1.10695e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.99933e-09	1	6.46962e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18864e-09	2	1.2223e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	0	0	1.00203e-06	2.25375e-07	920	1.67713e-07	504	8.38955e-08	213	0	0	3.83972e-08	29	3.67662e-07	197	0	0	0	0	3.30726e-08	11	1.13212e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83909e-09	1	6.98972e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	0	0	1.08245e-06	2.25453e-07	920	1.69881e-07	501	8.11621e-08	211	0	0	4.11866e-08	29	4.37797e-07	198	0	0	0	0	3.14105e-08	10	1.40411e-08	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.20737e-09	1	7.42049e-09	1	0	0	0	0	0	0	5.54002e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13488e-13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	0	0	1.03323e-06	2.2792e-07	913	1.6996e-07	497	7.47071e-08	207	0	0	4.55842e-08	29	3.92739e-07	193	0	0	0	0	2.61433e-08	10	1.2071e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01911e-08	1	7.39449e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50145e-10	2	1.03177e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	0	0	1.00273e-06	2.1992e-07	900	1.66639e-07	490	7.56954e-08	206	0	0	6.32488e-08	29	3.70867e-07	188	0	0	0	0	1.89153e-08	9	1.22439e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11303e-08	1	7.72972e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20087e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	0	0	1.08599e-06	2.2681e-07	900	1.66165e-07	488	7.26842e-08	205	0	0	5.23615e-08	28	4.25122e-07	188	0	0	0	0	1.96541e-08	9	1.26953e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24459e-08	1	7.8819e-09	1	0	0	0	0	0	0	3.23574e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	3.08593e-08	1	0	0	0	0	0	0	0	0	0	0	2.96515e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	0	0	1.04475e-06	2.25328e-07	893	1.57882e-07	480	6.95905e-08	203	0	0	7.02959e-08	28	4.05737e-07	182	0	0	0	0	2.08652e-08	9	1.2693e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4889e-08	1	8.60702e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50325e-09	1	0	0	0	0	0	0	0	0	0	0	1.5672e-09	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	0	0	1.01894e-06	2.2937e-07	887	1.54865e-07	478	7.37271e-08	202	0	0	3.92476e-08	26	3.95813e-07	179	0	0	0	0	2.31533e-08	9	1.28218e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85551e-08	1	9.10887e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11226e-09	2	1.4601e-09	1	0	0	0	0	0	0	0	0	0	0	4.27958e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	0	0	9.72449e-07	2.19476e-07	876	1.61947e-07	476	7.3407e-08	201	0	0	2.93082e-08	25	3.54176e-07	175	0	0	0	0	2.79472e-08	9	1.3525e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.83004e-08	1	9.50787e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34994e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	0	0	9.68946e-07	2.2208e-07	870	1.59448e-07	472	7.39868e-08	200	0	0	3.07866e-08	25	3.66568e-07	172	0	0	0	0	2.15347e-08	9	1.39448e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56192e-08	1	1.03727e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.49554e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	0	0	9.89777e-07	2.21204e-07	863	1.53525e-07	468	7.44137e-08	199	0	0	3.18904e-08	25	4.16364e-07	170	0	0	0	0	1.51798e-08	8	1.40248e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14549e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	0	0	9.43876e-07	2.23084e-07	858	1.54488e-07	465	7.29869e-08	198	0	0	3.33821e-08	25	3.66602e-07	165	0	0	0	0	1.48576e-08	8	1.45508e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34131e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27944e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	0	0	9.78612e-07	2.22972e-07	852	1.58743e-07	465	7.19127e-08	196	0	0	3.55666e-08	25	3.94086e-07	163	0	0	0	0	1.5534e-08	8	1.53507e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50341e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.91917e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	0	0	9.25124e-07	2.04321e-07	841	1.58691e-07	462	6.83105e-08	194	0	0	3.9699e-08	25	3.53802e-07	158	0	0	0	0	1.58888e-08	8	1.6257e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92185e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4009e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	0	0	9.35996e-07	2.06413e-07	832	1.50743e-07	455	6.88137e-08	193	0	0	5.85268e-08	25	3.40576e-07	154	0	0	0	0	1.61739e-08	8	1.6818e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75817e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93199e-09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	0	0	9.47133e-07	2.18307e-07	832	1.57745e-07	453	7.21208e-08	193	0	0	4.65338e-08	25	3.46395e-07	152	0	0	0	0	1.58643e-08	8	1.77684e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01296e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.69462e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	8.96324e-10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0	0	8.497e-07	2.13821e-07	824	1.57484e-07	448	6.72393e-08	191	0	0	2.92995e-08	23	2.92858e-07	147	0	0	0	0	1.68775e-08	8	1.94497e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.964e-09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140	0	0	8.57502e-07	2.0949e-07	818	1.53663e-07	444	7.04867e-08	189	0	0	3.05444e-08	23	3.06341e-07	145	0	0	0	0	1.73222e-08	8	2.27302e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.59565e-12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	0	0	9.27157e-07	2.18399e-07	812	1.62811e-07	442	6.61052e-08	188	0	0	3.18106e-08	23	3.44674e-07	144	0	0	0	0	1.74818e-08	8	2.65368e-08	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94312e-11	1	8.61245e-14	1	0	0	0	0	0	0	1.12642e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	8.85647e-07	2.09361e-07	808	1.62954e-07	436	6.77597e-08	186	0	0	3.39943e-08	23	3.14696e-07	141	0	0	0	0	1.75193e-08	8	1.29172e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90251e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	0	0	9.18739e-07	2.11317e-07	797	1.43592e-07	428	6.43943e-08	184	0	0	4.52443e-08	24	3.66894e-07	139	0	0	0	0	1.90091e-08	8	1.36818e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.58573e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88107e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
144	0	0	9.33224e-07	2.1046e-07	796	1.50361e-07	427	6.84799e-08	183	0	0	4.0259e-08	22	3.55251e-07	136	0	0	0	0	1.79507e-08	8	1.38704e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18905e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82352e-08	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145	0	0	8.98485e-07	2.13733e-07	785	1.55368e-07	423	6.93334e-08	182	0	0	5.81576e-08	22	3.10684e-07	131	0	0	0	0	1.66131e-08	7	1.53767e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36287e-08	1	0	0	0	0	0	0	0	0	0	0	5.64027e-11	2	3.36607e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	0	0	8.80006e-07	2.07308e-07	780	1.48746e-07	420	7.08245e-08	180	0	0	4.6546e-08	22	3.29355e-07	127	0	0	0	0	1.70163e-08	7	1.60675e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47064e-09	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	0	0	8.03398e-07	1.95571e-07	768	1.52364e-07	417	6.34276e-08	176	0	0	3.44764e-08	20	2.78003e-07	126	0	0	0	0	1.74372e-08	7	1.7545e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06849e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46436e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	0	0	8.2539e-07	1.93053e-07	765	1.43725e-07	413	5.33402e-08	172	0	0	4.85872e-08	20	3.03651e-07	124	0	0	0	0	1.94239e-08	8	1.94368e-08	4	0	0	0	0	0	0	0	0	5.41874e-17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04355e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	0	0	8.40176e-07	1.885e-07	751	1.39153e-07	405	5.23572e-08	170	0	0	3.02092e-08	19	3.47213e-07	121	0	0	0	0	1.93787e-08	7	2.30887e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.28683e-10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	0	0	8.04662e-07	1.91915e-07	748	1.40464e-07	401	4.97576e-08	168	0	0	3.42745e-08	19	3.02389e-07	116	0	0	0	0	1.97726e-08	7	2.70198e-08	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	0	0	7.63016e-07	1.81336e-07	738	1.38664e-07	395	5.19492e-08	167	0	0	4.80022e-08	19	2.60439e-07	111	0	0	0	0	2.22374e-08	7	1.41252e-08	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47953e-09	3	1.96368e-09	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
